,customer_id,name,age,gender,marital_status,education,occupation,salary,loan_amount,credit_limit,credit_utilization,emi_paid,tenure_months,max_dpd,default_status,product_type,enquiry_amount,unique_products_enquired,total_enquiries,transaction_amount,account_balance,is_salary,Credit Card,Home Loan,Personal Loan
3796,d9e26787-f32a-4f7c-8b21-46bbeeda80a2,Timothy Shannon,32,Female,Single,PhD,Music tutor,37086,208003.16666666666,,,85.0,32.166666666666664,120.0,0.6666666666666666,Home Loan,,,,5642.709004881926,8460.107980300978,1.0,False,True,False
3796,d9e26787-f32a-4f7c-8b21-46bbeeda80a2,Timothy Shannon,32,Female,Single,PhD,Music tutor,37086,208003.16666666666,,,85.0,32.166666666666664,120.0,0.6666666666666666,Personal Loan,,,,5642.709004881926,8460.107980300978,1.0,False,False,True
3797,617deb3b-176c-4993-afd6-c34e8f06fa4c,Stephen Young,31,Male,Divorced,Master,Insurance risk surveyor,56450,257135.8,95187.0,0.3507610612002503,75.0,45.2,120.0,0.8,Personal Loan,,,,1477.0892002369835,8695.624005448586,1.0,False,False,True
3797,617deb3b-176c-4993-afd6-c34e8f06fa4c,Stephen Young,31,Male,Divorced,Master,Insurance risk surveyor,56450,257135.8,95187.0,0.3507610612002503,75.0,45.2,120.0,0.8,Credit Card,,,,1477.0892002369835,8695.624005448586,1.0,True,False,False
3797,617deb3b-176c-4993-afd6-c34e8f06fa4c,Stephen Young,31,Male,Divorced,Master,Insurance risk surveyor,56450,257135.8,95187.0,0.3507610612002503,75.0,45.2,120.0,0.8,Home Loan,,,,1477.0892002369835,8695.624005448586,1.0,False,True,False
3798,3b1f8fb4-46ea-42b2-ae12-c7b3a2da4084,Alexander Wright,61,Male,Single,PhD,"Buyer, retail",56321,186198.8,11277.0,0.6540211389505561,85.0,37.2,120.0,0.6,Home Loan,48369.0,1.0,1.0,6414.318109349371,13033.315038408504,1.0,False,True,False
3798,3b1f8fb4-46ea-42b2-ae12-c7b3a2da4084,Alexander Wright,61,Male,Single,PhD,"Buyer, retail",56321,186198.8,11277.0,0.6540211389505561,85.0,37.2,120.0,0.6,Personal Loan,48369.0,1.0,1.0,6414.318109349371,13033.315038408504,1.0,False,False,True
3798,3b1f8fb4-46ea-42b2-ae12-c7b3a2da4084,Alexander Wright,61,Male,Single,PhD,"Buyer, retail",56321,186198.8,11277.0,0.6540211389505561,85.0,37.2,120.0,0.6,Credit Card,48369.0,1.0,1.0,6414.318109349371,13033.315038408504,1.0,True,False,False
3799,a5e850ba-a937-41f2-9635-1f76d4a96689,John Wong,64,Female,Single,PhD,Careers information officer,145981,101242.0,95205.5,0.47221556188369807,36.0,20.0,120.0,0.5,Credit Card,431375.0,1.0,1.0,0.0,11764.993236345888,0.0,True,False,False
3800,6874c52e-b16e-4a50-a05e-126d44d517d6,Kyle Miller,40,Female,Divorced,High School,"Designer, jewellery",63401,140014.4,116993.0,0.3779754469221067,69.0,42.0,60.0,0.4,Personal Loan,52749.0,1.0,2.0,3452.111760912948,12103.845380343797,1.0,False,False,True
3800,6874c52e-b16e-4a50-a05e-126d44d517d6,Kyle Miller,40,Female,Divorced,High School,"Designer, jewellery",63401,140014.4,116993.0,0.3779754469221067,69.0,42.0,60.0,0.4,Credit Card,52749.0,1.0,2.0,3452.111760912948,12103.845380343797,1.0,True,False,False
3800,6874c52e-b16e-4a50-a05e-126d44d517d6,Kyle Miller,40,Female,Divorced,High School,"Designer, jewellery",63401,140014.4,116993.0,0.3779754469221067,69.0,42.0,60.0,0.4,Home Loan,52749.0,1.0,2.0,3452.111760912948,12103.845380343797,1.0,False,True,False
3801,c6a28617-caa3-4f70-b01f-2a00e521fd04,Melissa Terry,45,Female,Divorced,Bachelor,Armed forces training and education officer,115306,156829.0,112078.0,0.2807715200151736,75.0,26.4,120.0,0.4,Personal Loan,355243.0,1.0,1.0,0.0,6334.609680615421,0.0,False,False,True
3801,c6a28617-caa3-4f70-b01f-2a00e521fd04,Melissa Terry,45,Female,Divorced,Bachelor,Armed forces training and education officer,115306,156829.0,112078.0,0.2807715200151736,75.0,26.4,120.0,0.4,Home Loan,355243.0,1.0,1.0,0.0,6334.609680615421,0.0,False,True,False
3801,c6a28617-caa3-4f70-b01f-2a00e521fd04,Melissa Terry,45,Female,Divorced,Bachelor,Armed forces training and education officer,115306,156829.0,112078.0,0.2807715200151736,75.0,26.4,120.0,0.4,Credit Card,355243.0,1.0,1.0,0.0,6334.609680615421,0.0,True,False,False
3802,fa110197-df2f-42ed-800f-3faca3cf51c2,Omar Allen,59,Female,Married,PhD,Hydrographic surveyor,86841,,,,,,,,,279296.0,2.0,3.0,345.04845827600695,9959.91956337213,1.0,False,False,False
3803,ad92bbf8-e638-4cd6-b6a6-52877c38e552,Ryan Ortiz,20,Male,Single,PhD,Logistics and distribution manager,134847,,,,,,,,,,,,0.0,10084.276056749095,0.0,False,False,False
3804,c6bcc2f2-76bf-4ebc-a71e-8fc8ff093bbf,Richard Johnson,62,Female,Single,Master,Archivist,45774,172749.0,81994.0,0.2584376499275339,59.0,31.0,90.0,0.5,Credit Card,59372.0,1.0,1.0,2728.6177465867263,16606.12128918718,1.0,True,False,False
3804,c6bcc2f2-76bf-4ebc-a71e-8fc8ff093bbf,Richard Johnson,62,Female,Single,Master,Archivist,45774,172749.0,81994.0,0.2584376499275339,59.0,31.0,90.0,0.5,Personal Loan,59372.0,1.0,1.0,2728.6177465867263,16606.12128918718,1.0,False,False,True
3804,c6bcc2f2-76bf-4ebc-a71e-8fc8ff093bbf,Richard Johnson,62,Female,Single,Master,Archivist,45774,172749.0,81994.0,0.2584376499275339,59.0,31.0,90.0,0.5,Home Loan,59372.0,1.0,1.0,2728.6177465867263,16606.12128918718,1.0,False,True,False
3805,98230ca9-2c42-4955-8918-d78dfa98bf99,Michelle Brown,20,Female,Single,Master,Press photographer,84791,86964.8,95876.66666666667,0.5265507155847846,40.0,39.2,90.0,0.4,Home Loan,86435.0,1.0,2.0,15020.802436018472,12923.782440625448,3.0,False,True,False
3805,98230ca9-2c42-4955-8918-d78dfa98bf99,Michelle Brown,20,Female,Single,Master,Press photographer,84791,86964.8,95876.66666666667,0.5265507155847846,40.0,39.2,90.0,0.4,Credit Card,86435.0,1.0,2.0,15020.802436018472,12923.782440625448,3.0,True,False,False
3805,98230ca9-2c42-4955-8918-d78dfa98bf99,Michelle Brown,20,Female,Single,Master,Press photographer,84791,86964.8,95876.66666666667,0.5265507155847846,40.0,39.2,90.0,0.4,Personal Loan,86435.0,1.0,2.0,15020.802436018472,12923.782440625448,3.0,False,False,True
3806,c81476f0-1d88-4ff8-a2d5-6c07b04d01e1,Lindsey Burgess,67,Female,Single,Bachelor,Engineering geologist,45060,288882.28571428574,7011.0,0.35597024800607135,81.0,34.714285714285715,120.0,0.42857142857142855,Personal Loan,20745.0,1.0,1.0,14735.600071463748,7338.980107066629,2.0,False,False,True
3806,c81476f0-1d88-4ff8-a2d5-6c07b04d01e1,Lindsey Burgess,67,Female,Single,Bachelor,Engineering geologist,45060,288882.28571428574,7011.0,0.35597024800607135,81.0,34.714285714285715,120.0,0.42857142857142855,Credit Card,20745.0,1.0,1.0,14735.600071463748,7338.980107066629,2.0,True,False,False
3807,6ce9c8e0-ede0-4796-aaca-fe3fb1dc77b7,Jeffery Bryant,59,Female,Single,Master,Orthoptist,113805,305511.0,,,19.0,51.0,90.0,0.0,Home Loan,220342.5,2.0,2.0,,,,False,True,False
3808,410eacd1-9950-4aab-a084-23f131e8360f,Benjamin Haas,37,Female,Single,Bachelor,"Production assistant, radio",76152,123690.5,43972.0,0.40986299543832605,21.0,26.5,90.0,0.5,Credit Card,83814.0,1.0,1.0,0.0,8009.566922114707,0.0,True,False,False
3809,48aeef72-7caa-44c4-b273-5201277a2c6a,Donna Griffin,47,Male,Married,Master,Television production assistant,73718,466252.25,,,76.0,23.5,120.0,0.75,Home Loan,169108.5,2.0,2.0,21308.297707305494,9316.829112936615,3.0,False,True,False
3809,48aeef72-7caa-44c4-b273-5201277a2c6a,Donna Griffin,47,Male,Married,Master,Television production assistant,73718,466252.25,,,76.0,23.5,120.0,0.75,Personal Loan,169108.5,2.0,2.0,21308.297707305494,9316.829112936615,3.0,False,False,True
3810,d00c53b7-caa0-476c-8dde-95699efcc220,Mercedes Long,48,Female,Single,Bachelor,"Designer, textile",57112,440738.0,,,18.0,39.0,90.0,0.0,Home Loan,36712.0,1.0,1.0,0.0,10834.44929041261,0.0,False,True,False
3811,bddefb7d-ea98-49cf-a87b-a1384b009655,Janet Brown,52,Female,Divorced,PhD,Theatre director,82321,140275.0,30769.0,0.9457191308203713,24.0,15.0,30.0,0.0,Credit Card,51602.5,2.0,2.0,3153.048272786575,12604.971102123342,1.0,True,False,False
3812,72accb00-7f7a-4e85-8a36-e889f0143616,Donna Morgan,60,Female,Divorced,PhD,Pension scheme manager,97422,281289.5,10161.0,0.9102559337492248,59.0,41.75,90.0,0.25,Home Loan,,,,3685.0481316176542,12206.972109445964,1.0,False,True,False
3812,72accb00-7f7a-4e85-8a36-e889f0143616,Donna Morgan,60,Female,Divorced,PhD,Pension scheme manager,97422,281289.5,10161.0,0.9102559337492248,59.0,41.75,90.0,0.25,Credit Card,,,,3685.0481316176542,12206.972109445964,1.0,True,False,False
3812,72accb00-7f7a-4e85-8a36-e889f0143616,Donna Morgan,60,Female,Divorced,PhD,Pension scheme manager,97422,281289.5,10161.0,0.9102559337492248,59.0,41.75,90.0,0.25,Personal Loan,,,,3685.0481316176542,12206.972109445964,1.0,False,False,True
3813,421df99a-56b2-44cb-8fc5-0e0f04456b08,Ariana Galloway,18,Male,Single,Master,Editorial assistant,54262,167129.75,30167.0,0.9992445693725089,56.0,50.5,120.0,0.75,Personal Loan,,,,991.8048391014174,9794.993854147646,1.0,False,False,True
3813,421df99a-56b2-44cb-8fc5-0e0f04456b08,Ariana Galloway,18,Male,Single,Master,Editorial assistant,54262,167129.75,30167.0,0.9992445693725089,56.0,50.5,120.0,0.75,Credit Card,,,,991.8048391014174,9794.993854147646,1.0,True,False,False
3814,1550c11f-3219-4a65-a782-bb56fa1676fd,Molly Andrade,43,Female,Married,PhD,Estate manager/land agent,146839,184946.66666666666,23551.0,0.2671429444711959,29.0,32.666666666666664,120.0,1.0,Personal Loan,,,,0.0,14949.382061800938,0.0,False,False,True
3814,1550c11f-3219-4a65-a782-bb56fa1676fd,Molly Andrade,43,Female,Married,PhD,Estate manager/land agent,146839,184946.66666666666,23551.0,0.2671429444711959,29.0,32.666666666666664,120.0,1.0,Credit Card,,,,0.0,14949.382061800938,0.0,True,False,False
3814,1550c11f-3219-4a65-a782-bb56fa1676fd,Molly Andrade,43,Female,Married,PhD,Estate manager/land agent,146839,184946.66666666666,23551.0,0.2671429444711959,29.0,32.666666666666664,120.0,1.0,Home Loan,,,,0.0,14949.382061800938,0.0,False,True,False
3815,c4919e2f-97b7-46eb-b35e-98fcd2cd6702,Stephen Soto,21,Female,Married,PhD,Metallurgist,46753,222930.75,22088.0,0.34174495091905793,45.0,29.25,90.0,0.75,Credit Card,36435.0,1.0,1.0,6732.809303799971,12300.063306675525,2.0,True,False,False
3815,c4919e2f-97b7-46eb-b35e-98fcd2cd6702,Stephen Soto,21,Female,Married,PhD,Metallurgist,46753,222930.75,22088.0,0.34174495091905793,45.0,29.25,90.0,0.75,Personal Loan,36435.0,1.0,1.0,6732.809303799971,12300.063306675525,2.0,False,False,True
3815,c4919e2f-97b7-46eb-b35e-98fcd2cd6702,Stephen Soto,21,Female,Married,PhD,Metallurgist,46753,222930.75,22088.0,0.34174495091905793,45.0,29.25,90.0,0.75,Home Loan,36435.0,1.0,1.0,6732.809303799971,12300.063306675525,2.0,False,True,False
3816,c4f80c1c-f63d-40fd-ac54-536119b0afc9,Ryan Maldonado,51,Male,Married,High School,Ceramics designer,131687,468384.0,,,20.0,49.0,90.0,1.0,Personal Loan,142841.0,2.0,2.0,6804.11518430207,11875.175137908433,1.0,False,False,True
3817,063bbf3d-0534-4f0a-b65c-c399c1064df0,Laura Wu,56,Female,Married,Master,Chief Strategy Officer,85462,241940.0,122888.0,0.6663238821169168,55.0,20.0,120.0,0.25,Home Loan,353275.0,1.0,1.0,1669.0292848754275,8587.070542878591,1.0,False,True,False
3817,063bbf3d-0534-4f0a-b65c-c399c1064df0,Laura Wu,56,Female,Married,Master,Chief Strategy Officer,85462,241940.0,122888.0,0.6663238821169168,55.0,20.0,120.0,0.25,Credit Card,353275.0,1.0,1.0,1669.0292848754275,8587.070542878591,1.0,True,False,False
3817,063bbf3d-0534-4f0a-b65c-c399c1064df0,Laura Wu,56,Female,Married,Master,Chief Strategy Officer,85462,241940.0,122888.0,0.6663238821169168,55.0,20.0,120.0,0.25,Personal Loan,353275.0,1.0,1.0,1669.0292848754275,8587.070542878591,1.0,False,False,True
3818,b60121f3-f919-4f71-9781-3a46905fd78e,Ashlee Maxwell,50,Male,Married,Master,Naval architect,23198,162980.0,,,41.0,32.0,60.0,0.5,Home Loan,,,,0.0,5197.453250071975,0.0,False,True,False
3819,adc72d68-7cff-4179-b0e4-7dd401495a8f,Kyle Clark,69,Male,Single,PhD,Prison officer,52525,178091.5,47020.666666666664,0.4557444629930308,79.0,36.166666666666664,120.0,0.16666666666666666,Home Loan,,,,4420.071734663148,8995.162336819883,1.0,False,True,False
3819,adc72d68-7cff-4179-b0e4-7dd401495a8f,Kyle Clark,69,Male,Single,PhD,Prison officer,52525,178091.5,47020.666666666664,0.4557444629930308,79.0,36.166666666666664,120.0,0.16666666666666666,Personal Loan,,,,4420.071734663148,8995.162336819883,1.0,False,False,True
3819,adc72d68-7cff-4179-b0e4-7dd401495a8f,Kyle Clark,69,Male,Single,PhD,Prison officer,52525,178091.5,47020.666666666664,0.4557444629930308,79.0,36.166666666666664,120.0,0.16666666666666666,Credit Card,,,,4420.071734663148,8995.162336819883,1.0,True,False,False
3820,1ceac176-e3f7-4941-a3ec-676d7aa4eee3,Amber Moore,61,Male,Divorced,High School,Conference centre manager,50824,367728.5,,,28.0,30.5,90.0,1.0,Personal Loan,380306.5,1.0,2.0,0.0,13175.62133312584,0.0,False,False,True
3820,1ceac176-e3f7-4941-a3ec-676d7aa4eee3,Amber Moore,61,Male,Divorced,High School,Conference centre manager,50824,367728.5,,,28.0,30.5,90.0,1.0,Home Loan,380306.5,1.0,2.0,0.0,13175.62133312584,0.0,False,True,False
3821,120c330d-eae1-49f9-ae08-458cb2b32118,Samantha Jenkins,50,Female,Divorced,PhD,Artist,115864,192044.0,79803.0,0.9731895555518124,92.0,32.166666666666664,90.0,0.8333333333333334,Credit Card,67966.0,1.0,2.0,8827.074677236727,12440.999198232756,1.0,True,False,False
3821,120c330d-eae1-49f9-ae08-458cb2b32118,Samantha Jenkins,50,Female,Divorced,PhD,Artist,115864,192044.0,79803.0,0.9731895555518124,92.0,32.166666666666664,90.0,0.8333333333333334,Home Loan,67966.0,1.0,2.0,8827.074677236727,12440.999198232756,1.0,False,True,False
3821,120c330d-eae1-49f9-ae08-458cb2b32118,Samantha Jenkins,50,Female,Divorced,PhD,Artist,115864,192044.0,79803.0,0.9731895555518124,92.0,32.166666666666664,90.0,0.8333333333333334,Personal Loan,67966.0,1.0,2.0,8827.074677236727,12440.999198232756,1.0,False,False,True
3822,9110ced0-5300-416a-8a1a-0fea8192544d,Lucas Stevens,28,Female,Married,PhD,Herbalist,67419,116049.0,58293.5,0.45191238136002726,31.0,41.0,90.0,0.0,Credit Card,,,,0.0,12662.646913676112,0.0,True,False,False
3823,9dc79563-147b-496b-a0a1-4b63678374e6,Benjamin Long,39,Male,Single,High School,"Engineer, structural",90321,216652.25,119077.5,0.7296277080054031,53.0,38.5,90.0,0.25,Credit Card,90822.0,1.0,1.0,,,,True,False,False
3823,9dc79563-147b-496b-a0a1-4b63678374e6,Benjamin Long,39,Male,Single,High School,"Engineer, structural",90321,216652.25,119077.5,0.7296277080054031,53.0,38.5,90.0,0.25,Personal Loan,90822.0,1.0,1.0,,,,False,False,True
3824,eb449c5c-a115-4f56-809a-bafa1d2de088,Christopher Miller,69,Male,Single,Bachelor,Charity fundraiser,29328,156653.66666666666,140560.0,0.8440974217991218,30.0,38.0,120.0,0.6666666666666666,Home Loan,,,,0.0,8831.318322890836,0.0,False,True,False
3824,eb449c5c-a115-4f56-809a-bafa1d2de088,Christopher Miller,69,Male,Single,Bachelor,Charity fundraiser,29328,156653.66666666666,140560.0,0.8440974217991218,30.0,38.0,120.0,0.6666666666666666,Credit Card,,,,0.0,8831.318322890836,0.0,True,False,False
3824,eb449c5c-a115-4f56-809a-bafa1d2de088,Christopher Miller,69,Male,Single,Bachelor,Charity fundraiser,29328,156653.66666666666,140560.0,0.8440974217991218,30.0,38.0,120.0,0.6666666666666666,Personal Loan,,,,0.0,8831.318322890836,0.0,False,False,True
3825,9a023d09-5031-46c7-99a1-153b568bfe30,Amanda Graham,56,Male,Divorced,Bachelor,"Surveyor, building control",145795,,,,,,,,,,,,10140.248586345235,8460.277259302511,2.0,False,False,False
3826,87da838e-a832-4b8d-8e54-351c385cc01e,Leonard Elliott,32,Male,Married,Bachelor,Agricultural consultant,40270,148544.75,15905.0,0.25659026502113524,63.0,33.5,120.0,0.25,Credit Card,,,,16437.44581898725,5500.096055509089,2.0,True,False,False
3826,87da838e-a832-4b8d-8e54-351c385cc01e,Leonard Elliott,32,Male,Married,Bachelor,Agricultural consultant,40270,148544.75,15905.0,0.25659026502113524,63.0,33.5,120.0,0.25,Personal Loan,,,,16437.44581898725,5500.096055509089,2.0,False,False,True
3826,87da838e-a832-4b8d-8e54-351c385cc01e,Leonard Elliott,32,Male,Married,Bachelor,Agricultural consultant,40270,148544.75,15905.0,0.25659026502113524,63.0,33.5,120.0,0.25,Home Loan,,,,16437.44581898725,5500.096055509089,2.0,False,True,False
3827,aaeda084-9f84-451a-8d69-810c07d7f26f,Brittany Lee,22,Male,Divorced,Bachelor,"Doctor, hospital",142495,260912.75,,,51.0,27.25,120.0,0.75,Personal Loan,,,,4834.075499296954,11660.543208304924,2.0,False,False,True
3827,aaeda084-9f84-451a-8d69-810c07d7f26f,Brittany Lee,22,Male,Divorced,Bachelor,"Doctor, hospital",142495,260912.75,,,51.0,27.25,120.0,0.75,Home Loan,,,,4834.075499296954,11660.543208304924,2.0,False,True,False
3828,a3d17ec8-6aeb-4b64-b7cb-d3f244769020,Katelyn Alvarez,24,Male,Divorced,PhD,"Therapist, drama",124130,156927.0,80173.0,0.1556029554511014,39.0,39.0,30.0,1.0,Personal Loan,,,,4610.829021447236,10713.70255597436,1.0,False,False,True
3828,a3d17ec8-6aeb-4b64-b7cb-d3f244769020,Katelyn Alvarez,24,Male,Divorced,PhD,"Therapist, drama",124130,156927.0,80173.0,0.1556029554511014,39.0,39.0,30.0,1.0,Credit Card,,,,4610.829021447236,10713.70255597436,1.0,True,False,False
3829,4ec799cf-247f-4653-8627-951453391866,Cameron Martin,48,Male,Divorced,Master,Podiatrist,142397,125672.0,,,14.0,35.5,90.0,0.5,Home Loan,79050.0,1.0,1.0,3321.034294648805,3414.6346512903,1.0,False,True,False
3829,4ec799cf-247f-4653-8627-951453391866,Cameron Martin,48,Male,Divorced,Master,Podiatrist,142397,125672.0,,,14.0,35.5,90.0,0.5,Personal Loan,79050.0,1.0,1.0,3321.034294648805,3414.6346512903,1.0,False,False,True
3830,57621026-9866-4e1a-9b88-884dd34a4ffb,Daniel Jones,39,Female,Divorced,Bachelor,Arboriculturist,136031,149828.0,20143.0,0.3645839018427496,8.0,28.0,60.0,1.0,Credit Card,,,,7848.007450399925,12674.864906799547,1.0,True,False,False
3831,ee45ef94-c513-4cd5-a7fa-8dd9d2adb983,Stacy Wade,23,Female,Married,PhD,"Horticulturist, commercial",116890,319564.6666666667,,,34.0,55.0,120.0,1.0,Personal Loan,,,,16212.81058297403,11997.135396329502,2.0,False,False,True
3831,ee45ef94-c513-4cd5-a7fa-8dd9d2adb983,Stacy Wade,23,Female,Married,PhD,"Horticulturist, commercial",116890,319564.6666666667,,,34.0,55.0,120.0,1.0,Home Loan,,,,16212.81058297403,11997.135396329502,2.0,False,True,False
3832,b6cd5da1-c0c4-4833-9a3f-230515beb2e6,Barbara Smith,57,Female,Married,High School,Meteorologist,63347,306918.3333333333,124937.0,0.14177921777566604,43.0,44.0,90.0,0.6666666666666666,Personal Loan,,,,0.0,9302.89381927968,0.0,False,False,True
3832,b6cd5da1-c0c4-4833-9a3f-230515beb2e6,Barbara Smith,57,Female,Married,High School,Meteorologist,63347,306918.3333333333,124937.0,0.14177921777566604,43.0,44.0,90.0,0.6666666666666666,Credit Card,,,,0.0,9302.89381927968,0.0,True,False,False
3833,cc69eaeb-a37d-44eb-863d-bc81e48b8aa8,Kenneth Torres,37,Male,Divorced,PhD,Catering manager,86396,218258.4,41989.0,0.6712556370271503,64.0,30.4,60.0,0.2,Home Loan,,,,10427.824383464194,8022.085746672398,2.0,False,True,False
3833,cc69eaeb-a37d-44eb-863d-bc81e48b8aa8,Kenneth Torres,37,Male,Divorced,PhD,Catering manager,86396,218258.4,41989.0,0.6712556370271503,64.0,30.4,60.0,0.2,Personal Loan,,,,10427.824383464194,8022.085746672398,2.0,False,False,True
3833,cc69eaeb-a37d-44eb-863d-bc81e48b8aa8,Kenneth Torres,37,Male,Divorced,PhD,Catering manager,86396,218258.4,41989.0,0.6712556370271503,64.0,30.4,60.0,0.2,Credit Card,,,,10427.824383464194,8022.085746672398,2.0,True,False,False
3834,5241deec-c644-447b-a299-401db5cfa34a,Jordan Garza,25,Female,Single,Bachelor,Quantity surveyor,61306,148823.0,91521.0,0.9705590730481856,19.0,51.0,90.0,0.0,Credit Card,,,,17975.537931302584,10841.986213723447,2.0,True,False,False
3835,36ec27ef-3df2-4fc6-a2c3-85fbfbca71c9,Todd Yates,32,Female,Divorced,Bachelor,Commercial horticulturist,76439,66489.5,70684.5,0.43945324346673814,52.0,30.75,90.0,0.75,Credit Card,140823.5,2.0,2.0,0.0,8769.015180844837,0.0,True,False,False
3836,887b20a4-caf3-4f41-a231-fa369d67e6fe,Joshua Guerra,23,Female,Divorced,High School,Haematologist,51464,112448.5,18223.0,0.22381817727844863,37.0,35.5,60.0,0.5,Personal Loan,29193.0,1.0,1.0,0.0,10624.44959881116,0.0,False,False,True
3836,887b20a4-caf3-4f41-a231-fa369d67e6fe,Joshua Guerra,23,Female,Divorced,High School,Haematologist,51464,112448.5,18223.0,0.22381817727844863,37.0,35.5,60.0,0.5,Credit Card,29193.0,1.0,1.0,0.0,10624.44959881116,0.0,True,False,False
3837,b1292c1b-1b29-4529-bff0-5f0eae793f19,Amy Green,51,Male,Divorced,High School,Clothing/textile technologist,127968,250157.0,,,50.0,33.333333333333336,120.0,0.3333333333333333,Home Loan,,,,6830.440801324076,11384.289215512812,1.0,False,True,False
3837,b1292c1b-1b29-4529-bff0-5f0eae793f19,Amy Green,51,Male,Divorced,High School,Clothing/textile technologist,127968,250157.0,,,50.0,33.333333333333336,120.0,0.3333333333333333,Personal Loan,,,,6830.440801324076,11384.289215512812,1.0,False,False,True
3838,afa357ba-ac4c-46cb-b43d-7bc60fe43027,Bryan Adams,29,Female,Single,PhD,"Lecturer, higher education",120582,139667.66666666666,118701.66666666667,0.33742846695859047,65.0,36.666666666666664,120.0,0.6666666666666666,Home Loan,101879.0,2.0,3.0,6824.604448564203,9345.254455757227,1.0,False,True,False
3838,afa357ba-ac4c-46cb-b43d-7bc60fe43027,Bryan Adams,29,Female,Single,PhD,"Lecturer, higher education",120582,139667.66666666666,118701.66666666667,0.33742846695859047,65.0,36.666666666666664,120.0,0.6666666666666666,Credit Card,101879.0,2.0,3.0,6824.604448564203,9345.254455757227,1.0,True,False,False
